Date,Time,No.,PAR,F1,F2,F3,Fm'1,Fm'2,Fm'3,Fo'1,Fo'2,Fo'3,EY1,EY2,EY3,t15.1,t15.2,t15.3,Y(II)1,Y(II)2,Y(II)3,Y(NPQ)1,Y(NPQ)2,Y(NPQ)3,Y(NO)1,Y(NO)2,Y(NO)3,NPQ1,NPQ2,NPQ3,qN1,qN2,qN3,qP1,qP2,qP3,qL1,qL2,qL3,ETR1,ETR2,ETR3,Abs.1,Abs.2,Abs.3,Inh.1,Inh.2,Inh.3
18.01.19,13:49:01,1,0,0.2025,0.2044,0.2049,0.4127,0.3951,0.3657,0.2025,0.2044,0.2049,0.50932881,0.482662617,0.439704676,0,0,0,0.51,0.483,0.44,0,0,0,0.49,0.517,0.56,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.053,0.137
18.01.19,13:49:12,2,1,0.2005,0.2093,0.2029,0.4025,0.3877,0.3564,0.1999,0.2024,0.2019,0.501863354,0.4601496,0.430695847,0.501863354,0.4601496,0.430695847,0.502,0.46,0.431,0.013,0.005,0.016,0.485,0.535,0.554,0.008,0,0.008,0.047,0,0.059,0.996,0.965,0.992,0.993,0.933,0.987,0.2,0.2,0.2,0,0,0,0,0.083,0.142
18.01.19,13:49:22,3,11,0.2049,0.2098,0.1882,0.3598,0.351,0.2892,0.1888,0.1919,0.1785,0.430516954,0.402279202,0.349239281,4.735686492,4.425071225,3.841632089,0.431,0.402,0.349,0.072,0.066,0.136,0.498,0.531,0.515,0.035,0.031,0.067,0.235,0.216,0.408,0.906,0.886,0.91,0.835,0.811,0.863,2,1.9,1.6,0,0,0,0,0.066,0.189
18.01.19,13:49:32,4,21,0.2034,0.1985,0.1686,0.3069,0.2961,0.2309,0.1731,0.1743,0.1544,0.337243402,0.329618372,0.269813772,7.082111437,6.921985816,5.666089216,0.337,0.329,0.27,0.17,0.167,0.269,0.493,0.504,0.462,0.086,0.082,0.145,0.443,0.447,0.639,0.773,0.8,0.816,0.658,0.702,0.747,3,2.9,2.4,0,0,0,0,0.023,0.2
18.01.19,13:49:42,5,36,0.1897,0.1848,0.1564,0.2613,0.2529,0.202,0.1576,0.1584,0.1409,0.274014543,0.269276394,0.225742574,9.864523536,9.693950178,8.126732673,0.274,0.269,0.226,0.267,0.264,0.347,0.46,0.467,0.427,0.145,0.141,0.204,0.592,0.6,0.729,0.69,0.722,0.745,0.573,0.618,0.671,4.1,4.1,3.4,0,0,0,0,0.017,0.176
18.01.19,13:49:52,6,81,0.1824,0.1804,0.1525,0.2181,0.2108,0.177,0.1408,0.1407,0.1283,0.163686382,0.144212524,0.138418079,13.25859697,11.68121442,11.21186441,0.164,0.144,0.139,0.395,0.4,0.444,0.441,0.456,0.417,0.224,0.22,0.267,0.714,0.725,0.796,0.463,0.435,0.502,0.357,0.34,0.422,5.6,4.9,4.7,0,0,0,0,0.121,0.156
18.01.19,13:50:02,7,146,0.1701,0.1735,0.1495,0.1946,0.1892,0.1627,0.1306,0.1308,0.1206,0.125899281,0.082980973,0.081130916,18.38129496,12.11522199,11.84511371,0.126,0.083,0.081,0.461,0.477,0.508,0.413,0.441,0.41,0.278,0.271,0.31,0.773,0.78,0.827,0.384,0.267,0.314,0.295,0.201,0.253,7.7,5.1,5,0,0,0,0,0.342,0.354
18.01.19,13:50:12,8,281,0.1657,0.1696,0.1475,0.177,0.1755,0.1539,0.1224,0.1241,0.1157,0.063841808,0.033618234,0.041585445,17.93954802,9.446723647,11.68551007,0.064,0.034,0.041,0.535,0.523,0.538,0.401,0.443,0.42,0.333,0.314,0.345,0.812,0.812,0.847,0.208,0,0,0.154,0,0,7.5,4,4.9,0,0,0,0,0.474,0.35
18.01.19,13:50:22,9,611,0.1613,0.1667,0.1441,0.1632,0.1686,0.1466,0.1157,0.1206,0.1115,0.011642157,0.011269276,0.017053206,7.113357843,6.885527877,10.41950887,0,0,0,0.603,0.574,0.598,0.397,0.426,0.402,0.38,0.337,0.373,0.839,0.824,0.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.01.19,13:50:32,10,926,0.1544,0.1598,0.1392,0.1559,0.1598,0.1422,0.112,0.116,0.1089,0.009621552,0,0.021097046,8.909557409,0,19.53586498,0,0,0,0.622,0.596,0.611,0.378,0.404,0.389,0.412,0.369,0.392,0.855,0.843,0.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.01.19,13:50:42,11,1251,0.1471,0.1529,0.1348,0.15,0.1554,0.1338,0.1089,0.1137,0.104,0.019333333,0.016087516,-0.007473842,24.186,20.12548263,-9.349775785,0,0,0,0.637,0.606,0.633,0.363,0.394,0.367,0.439,0.384,0.431,0.867,0.851,0.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
