Date;Time;No.;PAR;F1;F2;F3;Fm'1;Fm'2;Fm'3;Fo'1;Fo'2;Fo'3;Y(II)1;Y(II)2;Y(II)3;Y(NPQ)1;Y(NPQ)2;Y(NPQ)3;Y(NO)1;Y(NO)2;Y(NO)3;NPQ1;NPQ2;NPQ3;qN1;qN2;qN3;qP1;qP2;qP3;qL1;qL2;qL3;ETR1;ETR2;ETR3;Abs.1;Abs.2;Abs.3;Inh.1;Inh.2;Inh.3;
22.01.19;13:01:19;1;0;0.2319;0.2196;0.2162;0.3775;0.4078;0.4000;0.2319;0.2196;0.2162;0.386;0.462;0.460;0.000;0.000;0.000;0.614;0.538;0.540;0.000;0.000;0.000;0.000;0.000;0.000;1.000;1.000;1.000;1.000;1.000;1.000;  0.0;  0.0;  0.0;0.000;0.000;0.000;0.000;-0.197;-0.191;
22.01.19;13:02:01;2;36;0.2946;0.2882;0.2892;0.3917;0.4108;0.4025;0.2372;0.2205;0.2169;0.248;0.298;0.281;0.000;0.000;0.000;0.759;0.703;0.719;0.000;0.000;0.000;0.000;0.000;0.000;0.627;0.643;0.612;0.505;0.492;0.459;  3.7;  4.5;  4.3;0.000;0.000;0.000;0.000;-0.204;-0.135;
22.01.19;13:02:22;3;36;0.2922;0.2799;0.2848;0.3775;0.3975;0.3931;0.2319;0.2166;0.2142;0.226;0.296;0.276;0.000;0.021;0.003;0.774;0.683;0.721;0.000;0.008;0.000;0.000;0.055;0.000;0.584;0.651;0.604;0.464;0.504;0.454;  3.4;  4.5;  4.2;0.000;0.000;0.000;0.000;-0.310;-0.219;
22.01.19;13:02:42;4;36;0.2838;0.2740;0.2775;0.3686;0.3926;0.3858;0.2285;0.2151;0.2120;0.230;0.302;0.281;0.022;0.022;0.023;0.748;0.676;0.696;0.008;0.008;0.008;0.059;0.078;0.075;0.604;0.667;0.624;0.486;0.523;0.476;  3.5;  4.6;  4.2;0.000;0.000;0.000;0.000;-0.313;-0.221;
22.01.19;13:03:02;5;36;0.2828;0.2735;0.2711;0.3637;0.3887;0.3750;0.2266;0.2139;0.2087;0.222;0.296;0.277;0.024;0.032;0.043;0.753;0.672;0.680;0.008;0.012;0.016;0.090;0.098;0.129;0.588;0.659;0.624;0.471;0.515;0.480;  3.4;  4.5;  4.2;0.000;0.000;0.000;0.000;-0.333;-0.246;
22.01.19;13:03:22;6;36;0.2789;0.2676;0.2672;0.3603;0.3848;0.3696;0.2253;0.2127;0.2070;0.226;0.304;0.277;0.035;0.041;0.054;0.739;0.655;0.669;0.012;0.016;0.020;0.114;0.118;0.157;0.604;0.682;0.631;0.488;0.542;0.489;  3.4;  4.6;  4.2;0.000;0.000;0.000;0.000;-0.348;-0.227;
22.01.19;13:03:42;7;36;0.2760;0.2618;0.2574;0.3574;0.3819;0.3598;0.2241;0.2118;0.2039;0.228;0.315;0.285;0.045;0.041;0.072;0.727;0.644;0.644;0.016;0.016;0.027;0.129;0.133;0.204;0.612;0.706;0.659;0.497;0.571;0.522;  3.4;  4.8;  4.3;0.000;0.000;0.000;0.000;-0.381;-0.250;
22.01.19;13:04:01;8;36;0.2775;0.2593;0.2583;0.3500;0.3745;0.3618;0.2212;0.2096;0.2045;0.207;0.308;0.286;0.058;0.059;0.070;0.735;0.634;0.644;0.020;0.024;0.027;0.176;0.169;0.196;0.565;0.698;0.659;0.450;0.564;0.522;  3.1;  4.7;  4.3;0.000;0.000;0.000;0.000;-0.484;-0.379;
22.01.19;13:04:22;9;36;0.2735;0.2574;0.2559;0.3520;0.3721;0.3554;0.2220;0.2088;0.2024;0.223;0.308;0.280;0.056;0.060;0.080;0.721;0.632;0.640;0.020;0.024;0.031;0.165;0.180;0.227;0.604;0.702;0.651;0.490;0.570;0.515;  3.4;  4.7;  4.2;0.000;0.000;0.000;0.000;-0.383;-0.257;
22.01.19;13:04:42;10;36;0.2706;0.2505;0.2520;0.3441;0.3647;0.3466;0.2188;0.2065;0.1995;0.214;0.313;0.273;0.068;0.075;0.098;0.718;0.612;0.629;0.024;0.031;0.039;0.212;0.216;0.267;0.588;0.722;0.643;0.476;0.595;0.509;  3.2;  4.7;  4.1;0.000;0.000;0.000;0.000;-0.466;-0.278;
