Date,Time,No.,PAR,F1,F2,F3,Fm'1,Fm'2,Fm'3,Fo'1,Fo'2,Fo'3,EY1,EY2,EY3,m1,m2,m3,Y(II)1,Y(II)2,Y(II)3,Y(NPQ)1,Y(NPQ)2,Y(NPQ)3,Y(NO)1,Y(NO)2,Y(NO)3,NPQ1,NPQ2,NPQ3,qN1,qN2,qN3,qP1,qP2,qP3,qL1,qL2,qL3,ETR1,ETR2,ETR3,Abs.1,Abs.2,Abs.3,Inh.1,Inh.2,Inh.3
18.01.19,13:13:34,1,0,0.2216,0.1956,0.2025,0.4422,0.4255,0.4461,0.2216,0.1956,0.2025,0.49886929,0.540305523,0.546065905,0,0,0,0.499,0.54,0.546,0,0,0,0.501,0.46,0.454,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,-0.083,-0.095
18.01.19,13:13:45,2,1,0.2275,0.2,0.2083,0.4412,0.4162,0.4333,0.2213,0.1936,0.1998,0.484360834,0.519461797,0.519270713,0.484360834,0.519461797,0.519270713,0.484,0.519,0.519,0.001,0.009,0.014,0.515,0.471,0.466,0,0.004,0.008,0,0.039,0.051,0.973,0.973,0.965,0.946,0.941,0.925,0.2,0.3,0.3,1,1,1,0,-0.072,-0.072
18.01.19,13:13:55,3,11,0.2686,0.2397,0.2466,0.452,0.4167,0.4348,0.224,0.1937,0.2001,0.405752212,0.424766019,0.432842686,4.463274336,4.672426206,4.761269549,0.406,0.425,0.433,0,0.01,0.017,0.6,0.566,0.551,0,0.004,0.008,0,0.039,0.047,0.804,0.792,0.804,0.67,0.64,0.652,2.2,2.3,2.4,1,1,1,0,-0.047,-0.067
18.01.19,13:14:05,4,21,0.2941,0.2696,0.2789,0.4461,0.4113,0.427,0.2225,0.1925,0.1984,0.340730778,0.344517384,0.346838407,7.155346335,7.234865062,7.283606557,0.341,0.344,0.347,0,0.02,0.029,0.662,0.635,0.625,0,0.008,0.012,0,0.063,0.078,0.678,0.647,0.647,0.513,0.462,0.46,3.6,3.6,3.6,1,1,1,0,-0.011,-0.018
18.01.19,13:14:15,5,36,0.3078,0.2833,0.2995,0.4392,0.399,0.4206,0.2208,0.1898,0.197,0.299180328,0.289974937,0.287922016,10.7704918,10.43909774,10.36519258,0.299,0.29,0.288,0.001,0.043,0.042,0.7,0.667,0.671,0,0.016,0.016,0,0.114,0.102,0.6,0.553,0.541,0.43,0.37,0.356,5.4,5.2,5.2,1,1,1,0,0.031,0.038
18.01.19,13:14:25,6,81,0.3544,0.3304,0.3471,0.4382,0.3931,0.4162,0.2206,0.1885,0.1961,0.191236878,0.159501399,0.166025949,15.49018713,12.91961333,13.44810187,0.191,0.16,0.166,0.001,0.061,0.06,0.808,0.779,0.774,0,0.02,0.02,0,0.137,0.118,0.384,0.306,0.314,0.239,0.174,0.177,7.7,6.5,6.7,1,1,1,0,0.166,0.132
18.01.19,13:14:35,7,146,0.3814,0.352,0.3701,0.4338,0.3873,0.4054,0.2195,0.1871,0.1936,0.120792992,0.091143816,0.087074494,17.63577686,13.30699716,12.71287617,0.121,0.091,0.087,0.013,0.079,0.08,0.866,0.83,0.833,0.004,0.024,0.024,0.039,0.161,0.161,0.243,0.176,0.169,0.14,0.094,0.088,8.8,6.7,6.4,1,1,1,0,0.246,0.28
18.01.19,13:14:45,8,281,0.3995,0.3627,0.3804,0.4294,0.3819,0.4025,0.2183,0.1858,0.193,0.069632045,0.050274941,0.054906832,19.56660456,14.12725844,15.42881988,0.07,0.05,0.055,0.028,0.094,0.094,0.902,0.856,0.851,0.008,0.027,0.027,0.059,0.18,0.173,0.141,0.098,0.106,0.077,0.05,0.054,9.8,7,7.7,1,1,1,0,0.281,0.213
18.01.19,13:14:55,9,611,0.4074,0.3637,0.3819,0.4137,0.3652,0.3853,0.2142,0.1818,0.1889,0.015228426,0.004107338,0.008824293,9.304568528,2.50958379,5.391642876,0.015,0,0,0.044,0.147,0.136,0.941,0.853,0.864,0.016,0.043,0.039,0.125,0.247,0.235,0,0,0,0,0,0,4.7,0,0,1,1,1,0,1,1
18.01.19,13:15:05,10,926,0.3912,0.3466,0.3647,0.3941,0.3495,0.3672,0.2088,0.1778,0.1845,0.007358538,0.008297568,0.006808279,6.814006597,7.683547926,6.304466231,0,0,0,0.111,0.18,0.18,0.889,0.82,0.82,0.031,0.055,0.055,0.204,0.306,0.302,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
18.01.19,13:15:15,11,1251,0.3711,0.3265,0.3436,0.3725,0.3304,0.3446,0.2026,0.1727,0.1786,0.003758389,0.011803874,0.002901915,4.701744966,14.76664649,3.630295995,0,0,0,0.158,0.22,0.23,0.842,0.78,0.77,0.047,0.071,0.075,0.29,0.376,0.38,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
