Date;Time;No.;PAR;F1;F2;Fm'1;Fm'2;Fo'1;Fo'2;Y(II)1;Y(II)2;Y(NPQ)1;Y(NPQ)2;Y(NO)1;Y(NO)2;NPQ1;NPQ2;qN1;qN2;qP1;qP2;qL1;qL2;ETR1;ETR2;Abs.1;Abs.2;Inh.1;Inh.2;
22.01.19;10:06:46;1;0;0.1250;0.2412;0.2637;0.5147;0.1250;0.2412;0.526;0.531;0.000;0.000;0.474;0.469;0.000;0.000;0.000;0.000;1.000;1.000;1.000;1.000;  0.0;  0.0;0.000;0.000;0.000;-0.010;
22.01.19;10:07:28;2;36;0.1951;0.3912;0.2652;0.5221;0.1253;0.2428;0.264;0.251;0.000;0.000;0.736;0.751;0.000;0.000;0.000;0.000;0.502;0.471;0.322;0.292;  4.0;  3.8;0.000;0.000;0.000;0.052;
22.01.19;10:07:48;3;36;0.1941;0.4147;0.2368;0.5074;0.1186;0.2395;0.180;0.183;0.082;0.002;0.738;0.816;0.027;0.000;0.184;0.000;0.361;0.345;0.220;0.199;  2.7;  2.8;0.000;0.000;0.000;-0.014;
22.01.19;10:08:11;4;36;0.1882;0.4054;0.2368;0.5074;0.1186;0.2395;0.205;0.201;0.080;0.002;0.715;0.797;0.027;0.000;0.184;0.000;0.412;0.380;0.259;0.225;  3.1;  3.0;0.000;0.000;0.000;0.020;
22.01.19;10:08:31;5;36;0.1882;0.4054;0.2368;0.5074;0.1186;0.2395;0.205;0.201;0.080;0.002;0.715;0.797;0.027;0.000;0.184;0.000;0.412;0.380;0.259;0.225;  3.1;  3.0;0.000;0.000;0.000;0.020;
22.01.19;10:08:51;6;36;0.1882;0.4054;0.2368;0.5074;0.1186;0.2395;0.205;0.201;0.080;0.002;0.715;0.797;0.027;0.000;0.184;0.000;0.412;0.380;0.259;0.225;  3.1;  3.0;0.000;0.000;0.000;0.020;
22.01.19;10:09:11;7;36;0.1882;0.4054;0.2368;0.5074;0.1186;0.2395;0.205;0.201;0.080;0.002;0.715;0.797;0.027;0.000;0.184;0.000;0.412;0.380;0.259;0.225;  3.1;  3.0;0.000;0.000;0.000;0.020;
22.01.19;10:09:31;8;36;0.1882;0.4054;0.2368;0.5074;0.1186;0.2395;0.205;0.201;0.080;0.002;0.715;0.797;0.027;0.000;0.184;0.000;0.412;0.380;0.259;0.225;  3.1;  3.0;0.000;0.000;0.000;0.020;
22.01.19;10:09:51;9;36;0.1882;0.4054;0.2368;0.5074;0.1186;0.2395;0.205;0.201;0.080;0.002;0.715;0.797;0.027;0.000;0.184;0.000;0.412;0.380;0.259;0.225;  3.1;  3.0;0.000;0.000;0.000;0.020;
22.01.19;10:10:11;10;36;0.1882;0.4054;0.2368;0.5074;0.1186;0.2395;0.205;0.201;0.080;0.002;0.715;0.797;0.027;0.000;0.184;0.000;0.412;0.380;0.259;0.225;  3.1;  3.0;0.000;0.000;0.000;0.020;
22.01.19;10:10:31;11;36;0.1882;0.4054;0.2368;0.5074;0.1186;0.2395;0.205;0.201;0.080;0.002;0.715;0.797;0.027;0.000;0.184;0.000;0.412;0.380;0.259;0.225;  3.1;  3.0;0.000;0.000;0.000;0.020;
22.01.19;10:10:51;12;36;0.1882;0.4054;0.2368;0.5074;0.1186;0.2395;0.205;0.201;0.080;0.002;0.715;0.797;0.027;0.000;0.184;0.000;0.412;0.380;0.259;0.225;  3.1;  3.0;0.000;0.000;0.000;0.020;
22.01.19;10:11:11;13;36;0.1882;0.4054;0.2368;0.5074;0.1186;0.2395;0.205;0.201;0.080;0.002;0.715;0.797;0.027;0.000;0.184;0.000;0.412;0.380;0.259;0.225;  3.1;  3.0;0.000;0.000;0.000;0.020;
22.01.19;10:11:31;14;36;0.1882;0.4054;0.2368;0.5074;0.1186;0.2395;0.205;0.201;0.080;0.002;0.715;0.797;0.027;0.000;0.184;0.000;0.412;0.380;0.259;0.225;  3.1;  3.0;0.000;0.000;0.000;0.020;
22.01.19;10:11:51;15;36;0.1882;0.4054;0.2368;0.5074;0.1186;0.2395;0.205;0.201;0.080;0.002;0.715;0.797;0.027;0.000;0.184;0.000;0.412;0.380;0.259;0.225;  3.1;  3.0;0.000;0.000;0.000;0.020;
