Date;Time;No.;PAR;F1;F2;F3;Fm'1;Fm'2;Fm'3;Fo'1;Fo'2;Fo'3;Y(II)1;Y(II)2;Y(II)3;Y(NPQ)1;Y(NPQ)2;Y(NPQ)3;Y(NO)1;Y(NO)2;Y(NO)3;NPQ1;NPQ2;NPQ3;qN1;qN2;qN3;qP1;qP2;qP3;qL1;qL2;qL3;ETR1;ETR2;ETR3;Abs.1;Abs.2;Abs.3;Inh.1;Inh.2;Inh.3;
22.01.19;08:55:43;1;0;0.2029;0.1858;0.1902;0.4275;0.4245;0.4152;0.2029;0.1858;0.1902;0.525;0.562;0.542;0.000;0.000;0.000;0.475;0.438;0.458;0.000;0.000;0.000;0.000;0.000;0.000;1.000;1.000;1.000;1.000;1.000;1.000;  0.0;  0.0;  0.0;0.000;1.000;1.000;0.000;-0.071;-0.032;
22.01.19;08:56:25;2;36;0.2608;0.2574;0.2534;0.4289;0.4284;0.4167;0.2033;0.1865;0.1905;0.392;0.399;0.392;0.000;0.000;0.000;0.609;0.603;0.609;0.000;0.000;0.000;0.000;0.000;0.000;0.745;0.706;0.722;0.581;0.512;0.542;  5.9;  7.2;  7.1;0.000;1.000;1.000;0.000;-0.019;0.001;
22.01.19;08:56:45;3;36;0.2603;0.2588;0.2549;0.4103;0.4113;0.3956;0.1990;0.1832;0.1860;0.366;0.371;0.356;0.027;0.019;0.029;0.607;0.611;0.615;0.012;0.008;0.012;0.075;0.055;0.086;0.710;0.667;0.671;0.543;0.472;0.489;  5.5;  6.7;  6.4;0.000;1.000;1.000;0.000;-0.014;0.027;
22.01.19;08:57:05;4;36;0.2495;0.2441;0.2412;0.3985;0.4000;0.3833;0.1962;0.1809;0.1832;0.374;0.390;0.371;0.045;0.035;0.047;0.581;0.575;0.583;0.020;0.016;0.020;0.125;0.102;0.137;0.737;0.710;0.710;0.580;0.526;0.539;  5.7;  7.0;  6.7;0.000;1.000;1.000;0.000;-0.042;0.008;
22.01.19;08:57:25;5;36;0.2417;0.2363;0.2338;0.3887;0.3936;0.3760;0.1938;0.1796;0.1815;0.378;0.400;0.378;0.054;0.043;0.060;0.568;0.557;0.562;0.024;0.020;0.027;0.165;0.125;0.169;0.753;0.733;0.729;0.604;0.557;0.566;  5.7;  7.2;  6.8;0.000;1.000;1.000;0.000;-0.057;0.001;
22.01.19;08:57:45;6;36;0.2382;0.2324;0.2275;0.3863;0.3868;0.3725;0.1932;0.1782;0.1807;0.383;0.399;0.389;0.060;0.053;0.061;0.557;0.548;0.549;0.027;0.024;0.027;0.176;0.153;0.180;0.765;0.741;0.757;0.620;0.568;0.601;  5.8;  7.2;  7.0;0.000;1.000;1.000;0.000;-0.042;-0.016;
22.01.19;08:58:05;7;36;0.2363;0.2245;0.2230;0.3799;0.3814;0.3672;0.1916;0.1770;0.1794;0.378;0.411;0.393;0.069;0.059;0.069;0.553;0.530;0.538;0.031;0.027;0.031;0.200;0.173;0.204;0.761;0.769;0.769;0.617;0.606;0.618;  5.7;  7.4;  7.1;0.000;1.000;1.000;0.000;-0.088;-0.038;
22.01.19;08:58:25;8;36;0.2324;0.2250;0.2225;0.3745;0.3760;0.3642;0.1902;0.1759;0.1787;0.380;0.402;0.389;0.077;0.067;0.076;0.543;0.531;0.535;0.035;0.031;0.035;0.224;0.196;0.216;0.773;0.753;0.765;0.632;0.588;0.614;  5.7;  7.2;  7.0;0.000;1.000;1.000;0.000;-0.058;-0.025;
22.01.19;08:58:45;9;36;0.2275;0.2216;0.2191;0.3716;0.3701;0.3598;0.1894;0.1746;0.1777;0.388;0.401;0.391;0.082;0.075;0.082;0.530;0.523;0.527;0.039;0.035;0.039;0.235;0.220;0.231;0.792;0.761;0.773;0.660;0.599;0.626;  5.9;  7.2;  7.0;0.000;1.000;1.000;0.000;-0.035;-0.008;
22.01.19;08:59:05;10;36;0.2284;0.2186;0.2147;0.3657;0.3637;0.3544;0.1879;0.1731;0.1763;0.375;0.399;0.394;0.091;0.087;0.089;0.533;0.514;0.517;0.043;0.043;0.043;0.259;0.243;0.255;0.773;0.761;0.784;0.635;0.602;0.644;  5.7;  7.2;  7.1;0.000;1.000;1.000;0.000;-0.063;-0.050;
22.01.19;08:59:25;11;36;0.2216;0.2123;0.2113;0.3632;0.3613;0.3549;0.1872;0.1726;0.1765;0.390;0.412;0.405;0.090;0.087;0.087;0.520;0.501;0.508;0.043;0.043;0.043;0.267;0.251;0.251;0.804;0.788;0.804;0.679;0.641;0.671;  5.9;  7.4;  7.3;0.000;1.000;1.000;0.000;-0.058;-0.038;
